Geneid	CD34-HL60_SRR1283403	CD34-HL60_SRR4291626	CD34-HL60_SRR4291627	CD34-HL60_SRR8206650	CD34-HL60_SRR8206651	CD34-HL60_SRR8206652	CD34-HL60_SRR8206653	HL60_SRR13271948	HL60_SRR13271949	HL60_SRR13271950	HL60_SRR13287749	HL60_SRR2142314
ENSG00000251246	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143590	38	2	7	3	6	21	17	30	31	43	29	86
ENSG00000169242	478	26	50	3	33	14	15	2	1	1	5	23
ENSG00000169241	2579	118	293	170	156	564	407	1225	1152	1478	849	2298
ENSG00000163463	212	0	9	1	2	5	5	162	171	176	3	392
ENSG00000273088	7	0	0	0	0	1	0	25	19	27	0	6
ENSG00000163462	1549	37	113	10	78	74	93	8	12	20	119	100
ENSG00000185499	899	13	41	15	85	117	170	137	90	115	22	91
ENSG00000169231	4607	153	461	302	490	188	452	178	141	209	137	569
ENSG00000177628	2197	186	293	1479	2757	2020	2198	3026	2868	3511	1073	1906
ENSG00000160767	1490	22	48	52	109	190	667	1172	1076	1143	13	1577
ENSG00000116521	1783	76	160	160	161	659	394	3490	3221	3916	2060	3815
ENSG00000176444	3232	139	349	334	378	620	1183	2722	2176	3156	1066	3122
ENSG00000143630	377	8	23	14	36	42	187	100	99	107	72	182
ENSG00000143627	26	4	4	0	3	18	12	1	1	2	1	1
ENSG00000162594	0	0	0	5	1	27	0	22	15	28	0	439
ENSG00000197721	8	10	6	12	25	18	30	30	18	43	6	10
ENSG00000117335	6808	764	1125	2358	2368	1633	4789	8572	8053	10683	2244	9357
ENSG00000174059	27413	1023	2304	21	1081	569	375	1	2	0	0	1954
ENSG00000142657	9800	740	740	4786	8382	4112	3631	11305	10929	13937	18297	22705
ENSG00000251503	53	0	3	2	5	2	13	61	54	81	18	78
ENSG00000175279	34	2	3	1	4	7	1	172	169	193	13	104
ENSG00000160049	2596	258	478	196	250	582	509	2811	2859	3438	3442	5859
ENSG00000081985	1685	99	455	19	122	297	75	10	6	13	13	182
ENSG00000122188	38	14	32	54	18	154	93	207	192	273	77	272
ENSG00000257315	87	16	27	30	34	42	101	60	61	66	11	74
ENSG00000288644	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182004	3011	215	237	139	180	500	218	5717	5261	6657	787	4033
ENSG00000130768	701	20	45	1	24	19	32	9	7	5	5	717
ENSG00000158156	186	34	35	154	190	120	494	75	69	125	0	63
ENSG00000182118	198	19	43	28	56	161	193	98	98	143	216	294
ENSG00000143633	366	52	92	57	60	159	172	1031	1057	1315	331	855
ENSG00000132773	881	82	96	23	36	132	129	1358	1219	1615	959	1288
ENSG00000070759	670	59	74	119	179	111	348	202	191	231	6	263
ENSG00000280670	266	11	5	3	2	26	12	105	93	106	2	247
ENSG00000132763	212	49	60	7	19	71	37	1146	1066	1372	23	1651
ENSG00000169224	3001	278	881	21	145	472	176	1	2	2	14	293
ENSG00000177489	1	0	2	0	0	1	2	0	0	0	0	1
ENSG00000177476	2	0	2	0	0	0	0	0	0	0	0	0
ENSG00000162711	737	235	257	2030	697	223	2323	4550	4689	5567	587	939
ENSG00000133019	1145	192	369	0	97	71	36	2	0	0	0	378
ENSG00000162636	1518	464	297	380	331	600	1310	1403	1462	1862	211	1305
ENSG00000162639	1809	178	219	104	172	121	183	616	617	780	913	457
ENSG00000134186	6292	376	434	944	1032	1473	1604	4038	3270	4717	1292	5159
ENSG00000143107	4	0	0	0	0	0	2	1	0	0	0	2
ENSG00000116266	2503	353	495	498	747	784	978	2326	2236	2995	440	1530
ENSG00000162641	23	1	6	0	0	1	0	0	0	0	1	1
ENSG00000197780	176	33	17	146	140	239	129	569	565	769	125	581
ENSG00000215717	1631	187	206	977	991	1008	981	2243	2182	2674	669	2167
ENSG00000198452	66	6	29	0	5	10	0	0	0	0	1	3
ENSG00000132676	4186	279	448	378	363	968	758	7258	6648	8925	4329	9780
ENSG00000132718	2002	269	437	174	244	774	939	225	214	254	23	278
ENSG00000143622	3147	223	295	909	1053	718	755	1014	851	1156	486	819
ENSG00000132680	1999	189	490	268	287	753	645	2900	2276	3646	1763	3834
ENSG00000116584	9816	685	1327	1334	1639	1778	4522	10852	10273	12330	5924	18795
ENSG00000163479	7741	461	612	785	736	1018	1689	9797	9689	12220	5570	14739
ENSG00000160803	2294	100	142	149	155	733	385	3341	2952	3852	4013	4389
ENSG00000116586	938	61	55	217	217	295	600	2105	1874	2316	1021	2435
ENSG00000132698	6	0	0	1	1	2	1	2	2	2	0	1
ENSG00000196189	1311	143	158	1331	2531	1060	1866	3129	2925	3683	1448	3491
ENSG00000260238	18	0	1	2	1	1	0	3	3	5	0	20
ENSG00000160783	820	54	101	93	141	128	162	929	906	1159	163	552
ENSG00000242252	7	0	0	0	0	4	4	1	1	0	0	2
ENSG00000198952	5426	336	717	438	694	1413	2758	8465	7998	10019	3921	7927
ENSG00000163472	303	24	29	34	47	95	407	197	164	240	142	251
ENSG00000198715	1019	78	72	101	190	837	837	892	868	1092	555	1041
ENSG00000163468	9362	593	881	414	500	1330	982	18754	18176	22838	19212	25103
ENSG00000132677	1	0	0	0	0	0	1	0	0	2	0	1
ENSG00000254726	437	22	19	2	22	33	37	164	142	170	318	433
ENSG00000186377	2	0	4	0	1	0	1	0	0	0	0	0
ENSG00000186160	0	2	3	0	0	0	0	0	0	0	0	2
ENSG00000162365	1	0	8	0	1	2	0	0	0	0	0	1
ENSG00000162366	158	5	6	5	27	8	2	0	0	0	0	1
ENSG00000162367	3913	507	710	53	281	600	263	1	2	1	26	47
ENSG00000186790	3	0	0	0	0	0	0	0	1	0	1	2
ENSG00000116701	273	841	99	6462	7340	4022	16428	1097	985	1338	332	263
ENSG00000196352	1846	593	601	2304	5217	978	2693	2977	2741	3746	1324	2361
ENSG00000211452	2	5	2	1	0	10	17	1	3	10	1	6
ENSG00000189030	1	1	0	0	0	0	4	0	0	0	1	1
ENSG00000162763	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000081277	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143061	6	2	3	0	1	263	95	9	12	12	637	84
ENSG00000197915	58	2	160	4	10	4	7	0	0	0	0	3
ENSG00000004487	4015	454	703	267	307	577	891	7853	7551	9591	6965	9488
ENSG00000179172	32	0	2	0	3	3	0	62	71	72	8	36
ENSG00000135821	14209	1690	1927	16760	27463	22154	36005	25834	25204	31731	29148	36656
ENSG00000160691	2470	184	225	665	539	821	1299	4407	4186	5349	2590	2906
ENSG00000203740	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162374	142	2	8	2	6	1	4	0	0	0	4	0
ENSG00000168275	443	45	66	71	64	180	217	1551	1436	1654	540	1278
ENSG00000241563	10	0	2	0	1	2	0	1	1	3	0	17
ENSG00000153207	1474	422	752	640	1004	1069	1602	6824	6666	8141	2742	7755
ENSG00000250719	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156869	105	67	78	60	28	211	107	347	344	400	87	389
ENSG00000033122	22	7	6	4	4	8	10	3	9	6	29	57
ENSG00000151418	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000143278	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000116678	744	87	157	87	96	437	214	18	9	12	104	14
ENSG00000185630	1962	318	326	16	209	266	59	0	0	1	10	3
ENSG00000159352	4452	271	388	674	731	1325	1513	6789	6451	8210	3307	7847
ENSG00000158710	44014	1965	2295	3325	7996	3719	5811	34705	33329	40841	13523	28790
ENSG00000162734	2350	266	148	1152	425	1911	3399	3092	3001	3752	1837	2331
ENSG00000066294	1453	545	722	1117	621	1719	849	3749	3800	4692	67	4992
ENSG00000049239	1939	219	466	790	723	964	3093	955	861	1101	1162	1142
ENSG00000186564	5	1	0	2	0	3	20	11	13	5	26	31
ENSG00000265241	5275	573	741	614	749	1327	2000	7292	6944	8693	2938	6674
ENSG00000244038	7884	487	801	808	598	1947	1623	26164	24725	29951	12090	26577
ENSG00000158747	1952	46	78	6	69	139	171	64	43	66	18	23
ENSG00000116690	10	0	0	5	1	26	6	1	1	1	0	2
ENSG00000163159	1279	109	174	91	159	242	275	2591	2433	3072	1843	2812
ENSG00000126091	818	42	187	32	62	118	72	701	696	866	316	1262
ENSG00000162383	0	0	0	7	0	4	3	0	0	0	30	3
ENSG00000171163	1971	62	199	148	159	252	996	1498	1217	1862	556	2400
ENSG00000127054	3946	146	332	482	417	744	1719	4891	4408	5053	1831	5345
ENSG00000172456	403	35	104	37	62	97	188	226	234	271	67	122
ENSG00000162946	1134	165	686	293	240	150	338	1214	1209	1484	352	683
ENSG00000196660	1	0	0	1	0	0	2	0	0	1	0	1
ENSG00000158786	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000168389	49	10	9	74	10	323	112	1569	1451	1833	467	886
ENSG00000160087	1062	61	111	262	294	488	1563	2365	2240	2456	1679	2643
ENSG00000118733	9	6	0	0	0	0	0	0	0	0	0	9
ENSG00000157870	1134	34	49	53	49	428	1137	722	708	842	584	580
ENSG00000163357	53	4	8	6	4	14	31	35	29	27	57	60
ENSG00000179085	595	13	29	87	72	118	274	301	280	291	351	267
ENSG00000155366	1809	74	86	209	233	305	434	196	178	213	344	689
ENSG00000173080	27	8	5	4	3	6	29	3	4	1	4	2
ENSG00000188782	5	0	0	0	0	0	0	0	0	0	0	2
ENSG00000198892	40	2	0	11	5	54	122	0	0	0	3	22
ENSG00000158055	1	1	1	4	1	2	4	6	0	1	2	15
ENSG00000183347	15	1	3	1	1	60	26	1	1	0	0	2
ENSG00000175206	23	2	2	18	24	27	56	83	44	85	22	109
ENSG00000120937	1	0	0	0	0	0	2	0	0	0	0	2
ENSG00000116685	1321	134	182	444	503	506	4404	4663	4576	4933	2282	4377
ENSG00000083444	1202	120	102	278	486	398	1638	2116	2082	2381	4121	1873
ENSG00000116691	1093	34	110	390	453	667	787	1683	1493	1632	799	2383
ENSG00000120949	18	53	10	190	108	124	747	132	150	177	4	1151
ENSG00000162521	3356	541	965	657	640	1541	910	12168	11347	14620	3971	15409
ENSG00000162520	12	0	3	1	1	4	5	0	0	0	4	3
ENSG00000162522	2298	89	158	22	105	301	184	15	11	16	2	185
ENSG00000116497	2654	327	830	298	400	468	508	1233	1079	1439	955	2586
ENSG00000160097	12	1	6	10	7	6	7	5	4	6	4	27
ENSG00000121905	2	0	0	0	1	5	31	0	0	0	1	2
ENSG00000121900	2	0	0	0	1	21	25	1	1	1	1	3
ENSG00000121940	835	153	397	103	104	245	215	1493	1306	1790	378	1613
ENSG00000143222	6029	296	338	310	389	463	487	4860	4630	5889	1288	3640
ENSG00000143258	1400	65	94	141	180	238	577	1334	1207	1748	662	1325
ENSG00000143224	1281	75	188	79	120	173	334	501	414	539	185	374
ENSG00000158850	1321	68	101	216	161	400	562	1720	1619	2037	1232	2287
ENSG00000158859	7	3	2	5	1	39	14	3	6	4	6	20
ENSG00000158869	410	389	76	4113	6332	2917	3527	1944	1773	2379	498	721
ENSG00000158874	1	1	0	49	46	6	23	1	1	1	3	1
ENSG00000158882	664	48	100	183	198	172	185	1113	1044	1372	943	1442
ENSG00000143257	33	7	16	8	24	12	17	19	19	16	41	39
ENSG00000248485	33	14	9	1	8	7	29	4	1	1	3	5
ENSG00000188931	303	11	48	19	51	79	79	148	172	207	218	259
ENSG00000265107	0	0	2	0	0	0	1	0	0	0	2	0
ENSG00000121634	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188092	1126	119	291	100	92	137	157	1657	1608	2130	966	1660
ENSG00000116991	27	54	43	267	1162	217	1126	192	176	226	393	282
ENSG00000116688	1969	243	320	1072	1623	1067	1152	8461	8045	9803	5702	7516
ENSG00000188800	0	0	0	0	0	2	0	0	1	0	0	1
ENSG00000084073	362	133	164	307	355	836	424	3379	3301	4176	1767	4118
ENSG00000049089	336	4	35	105	43	390	306	390	361	322	385	281
ENSG00000084070	2355	613	323	2712	3601	2481	4468	5798	5434	7010	3031	3853
ENSG00000187801	40	10	12	9	12	42	31	127	147	174	32	29
ENSG00000158887	298	22	73	45	174	27	133	327	371	414	288	470
ENSG00000117640	2062	104	257	232	221	279	874	1849	1677	2281	760	1942
ENSG00000127423	75	14	27	8	5	36	13	954	909	1106	684	1405
ENSG00000182749	1156	80	219	100	131	136	180	52	44	68	27	203
ENSG00000117632	7328	724	1368	143	443	1195	733	31772	29899	39151	8752	27000
ENSG00000187147	6565	316	996	343	430	718	1034	4396	4135	5231	871	3671
ENSG00000126106	356	21	53	30	46	92	69	259	238	295	194	364
ENSG00000198520	5831	164	475	179	264	171	322	7997	6923	8288	2157	6412
ENSG00000142945	155	23	82	39	12	268	180	4787	4450	5992	5631	5217
ENSG00000142937	100841	4959	7402	5076	5318	8465	5176	80945	79260	99336	15163	77306
ENSG00000142959	30	3	5	3	6	8	8	2	2	9	0	8
ENSG00000173846	2214	119	56	928	1182	486	704	504	456	513	180	358
ENSG00000222009	100	19	8	51	163	89	182	31	14	20	12	18
ENSG00000117425	118	112	121	17	27	24	29	18	9	23	24	28
ENSG00000070785	654	60	92	78	52	164	106	1281	1275	1704	2036	1837
ENSG00000126107	1658	115	203	229	219	564	813	1694	1598	1974	1142	1539
ENSG00000126088	5174	277	492	182	265	602	472	3328	3157	4013	2887	3822
ENSG00000162408	784	258	383	157	137	477	280	1895	1736	2120	1083	1772
ENSG00000173662	3	3	1	2	1	0	2	1	0	0	0	1
ENSG00000204859	1735	100	213	269	360	276	834	1817	1548	2111	549	1679
ENSG00000288629	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000171488	372	162	282	283	313	691	985	6146	5841	7329	559	2056
ENSG00000070886	0	0	0	0	0	1	2	53	49	55	0	0
ENSG00000173372	5	12	1	44	126	1149	464	92	72	91	0	7
ENSG00000159189	1	1	0	20	76	2370	952	1	4	2	0	0
ENSG00000173369	1	5	0	38	93	1061	580	0	0	0	3	0
ENSG00000119285	2113	370	975	222	245	786	365	6307	5910	7684	3839	9727
ENSG00000244020	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000117758	607	145	161	484	496	711	777	1007	969	1215	665	1182
ENSG00000117751	1007	176	217	114	177	524	296	4286	4050	5085	1874	3918
ENSG00000130775	4992	583	475	3826	3464	1474	4421	1832	1610	2061	1289	2939
ENSG00000117748	1269	166	222	286	255	790	597	6331	6136	7916	4183	6234
ENSG00000117122	263	3	13	0	8	7	29	0	0	1	0	0
ENSG00000159363	2717	106	195	206	163	587	885	587	556	580	1992	890
ENSG00000117118	1323	130	189	261	300	448	865	5400	5073	6320	3859	6794
ENSG00000117115	7	38	14	1080	4848	34	1286	269	277	342	276	473
ENSG00000142623	0	0	0	1	0	0	0	0	0	0	0	1
ENSG00000142619	57	0	4	1	3	0	0	0	0	1	1	9
ENSG00000142871	198	1	3	0	2	7	36	11	20	15	2	276
ENSG00000143512	5	2	1	0	4	2	4	3	5	6	2	8
ENSG00000143498	165	41	54	52	40	119	66	243	279	314	345	681
ENSG00000154305	2678	405	582	648	545	1179	890	4144	4002	5151	1921	7114
ENSG00000186063	1681	125	201	305	265	811	463	2219	2209	2714	1790	3401
ENSG00000162819	996	433	382	448	417	905	695	2287	2205	2873	904	2567
ENSG00000197520	4	0	0	12	13	7	23	5	12	15	0	3
ENSG00000187554	2	70	2	266	558	48	221	0	0	0	11	4
ENSG00000164010	1226	118	139	164	164	191	190	503	458	563	294	294
ENSG00000164011	290	54	73	20	26	99	134	446	376	522	230	395
ENSG00000154309	232	31	62	34	13	65	45	32	40	48	61	53
ENSG00000120370	452	62	91	68	66	168	154	345	312	488	91	450
ENSG00000203857	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000143067	106	20	24	76	22	247	167	303	266	310	177	354
ENSG00000134240	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000134193	1	0	0	1	0	0	3	0	0	0	1	0
ENSG00000134249	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092621	2080	55	141	6	52	1407	337	3448	3078	3880	6239	16415
ENSG00000027644	1	0	0	0	0	3	10	0	0	0	1	2
ENSG00000130764	1776	158	214	244	198	466	1296	3067	3010	3486	2037	4120
ENSG00000284770	27	5	10	5	10	6	6	29	13	26	5	25
ENSG00000197587	0	0	0	0	0	8	4	0	0	0	0	0
ENSG00000198837	5661	306	504	2127	1589	1858	5250	4885	4260	5029	1392	5231
ENSG00000160741	2354	106	167	706	658	780	1107	2318	2005	2743	813	2084
ENSG00000143578	1751	91	165	37	77	125	75	378	406	598	66	532
ENSG00000143543	3003	221	342	465	468	900	1989	5700	5184	6323	1986	4805
ENSG00000143545	4377	88	89	128	272	1071	1041	5	1	4	3	6
ENSG00000177954	67869	3589	4999	7845	6665	11090	5736	37703	35653	44576	2692	41539
ENSG00000162642	1014	103	174	190	180	286	447	964	861	1119	331	1130
ENSG00000142867	404	91	91	198	112	420	493	807	816	971	173	719
ENSG00000117394	1384	78	98	182	191	475	1850	2701	2505	2996	2322	3192
ENSG00000116198	1352	105	198	295	242	529	907	1071	991	1272	889	1996
ENSG00000169598	589	31	72	64	49	130	231	707	662	823	551	632
ENSG00000288626	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162836	1285	58	273	117	141	73	277	61	70	66	0	307
ENSG00000116667	3136	279	354	23	148	179	206	37	34	38	950	654
ENSG00000125945	561	98	194	27	53	181	199	484	483	636	337	532
ENSG00000204219	3	2	0	2	2	49	40	69	56	93	78	539
ENSG00000162885	348	39	60	58	45	191	215	1751	1666	2128	984	1787
ENSG00000173110	23	148	11	648	1172	244	23622	151	152	150	42	135
ENSG00000244682	15	341	19	1212	324	206	11568	294	201	279	34	85
ENSG00000162747	5	26	0	2606	8432	4	10931	43	47	45	0	0
ENSG00000072694	10	177	18	422	188	352	13051	85	82	98	98	86
ENSG00000143226	147	645	100	3529	8947	2792	10140	2086	1808	2423	760	1651
ENSG00000143125	1	0	0	0	0	1	2	0	1	0	0	0
ENSG00000143105	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177272	368	82	70	77	104	312	315	637	716	702	38	5
ENSG00000177301	1	1	0	3	1	27	6	1	0	0	0	2
ENSG00000179456	1190	185	197	767	625	461	1370	1198	1104	1409	195	636
ENSG00000160753	1337	60	93	110	105	206	389	1406	1313	1506	463	984
ENSG00000125459	3671	97	403	169	199	435	426	5082	4259	6266	2219	5546
ENSG00000160752	3370	151	372	407	461	488	1691	15013	13972	18152	16923	28972
ENSG00000121957	1566	343	548	118	142	209	332	1315	1166	1638	1074	1763
ENSG00000188396	48	36	11	38	116	30	83	4	1	4	0	6
ENSG00000082482	0	1	0	0	0	0	2	1	1	0	0	3
ENSG00000143612	4216	409	490	617	530	1910	1573	10641	10009	12558	5508	11602
ENSG00000078618	8034	518	1049	1533	2455	1978	3612	8737	8407	10884	5042	12175
ENSG00000116747	1318	542	825	402	426	1339	660	2197	2094	2704	1729	3759
ENSG00000118729	0	0	0	0	0	0	3	0	0	0	0	0
ENSG00000134207	1	0	0	0	0	1	0	0	0	0	0	1
ENSG00000163467	8	3	0	2	1	7	3	41	35	55	19	55
ENSG00000243710	113	12	33	6	11	4	0	2	0	0	9	5
ENSG00000117395	1405	106	152	61	77	362	268	6882	6705	8465	5433	6557
ENSG00000120942	580	83	118	82	89	365	185	3027	2914	3674	977	2815
ENSG00000116874	510	70	110	46	51	109	47	914	852	1100	480	1189
ENSG00000065600	1034	140	232	115	99	440	224	1674	1569	1973	1126	1479
ENSG00000162576	143	3	11	51	48	29	211	35	43	43	42	28
ENSG00000143006	1	0	0	0	1	0	0	0	0	0	0	1
ENSG00000009780	348	90	121	100	85	191	98	255	298	348	179	454
ENSG00000023572	158	26	32	47	31	154	60	593	582	639	218	447
ENSG00000132694	1165	253	242	905	763	1088	2057	693	684	813	427	1049
ENSG00000077254	2856	498	766	619	620	1103	999	2712	2551	3417	1210	3321
ENSG00000143537	3841	158	456	640	492	533	1244	7688	7517	8575	5304	9849
ENSG00000134644	3137	580	1029	904	850	1555	1080	4558	4027	5548	3387	5939
ENSG00000215788	244	6	48	45	38	623	408	1	0	0	2	92
ENSG00000143434	532	22	29	23	48	36	133	15	10	16	41	25
ENSG00000266472	3357	199	365	152	178	368	488	3235	2974	3913	643	2862
ENSG00000117834	76	2	15	10	12	2	8	0	0	0	0	0
ENSG00000117625	2471	284	491	475	500	651	709	1703	1600	2187	505	2090
ENSG00000179902	6	0	0	0	0	3	1	0	0	1	0	4
ENSG00000020633	3294	128	148	773	348	2495	2400	2662	2565	2914	1181	4011
ENSG00000121766	946	128	205	123	132	166	218	1817	1741	2328	1518	1930
ENSG00000143157	2250	374	449	363	299	1045	673	4141	4068	5183	2699	5123
ENSG00000160058	2079	259	428	586	644	624	1428	2321	2261	2882	719	3945
ENSG00000162873	0	0	0	2	1	1	10	0	0	0	0	0
ENSG00000162614	46	13	15	89	120	51	20	187	206	269	0	66
ENSG00000160781	592	16	30	34	99	37	312	64	47	73	103	86
ENSG00000143344	11	38	9	104	50	2978	1443	201	255	294	76	101
ENSG00000142748	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162613	7595	887	1961	804	651	1847	1276	11038	10650	13799	2173	11101
ENSG00000116882	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000198758	3	0	5	0	0	0	1	0	0	0	0	3
ENSG00000049247	1	15	15	150	156	98	60	0	0	0	0	0
ENSG00000132849	1014	172	451	82	113	352	132	1	0	2	3	13
ENSG00000117569	1051	277	604	226	300	264	256	1090	941	1259	245	925
ENSG00000142856	560	62	126	41	39	148	168	797	790	1051	317	1419
ENSG00000158022	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000116396	784	34	107	71	173	287	208	195	131	162	602	734
ENSG00000058668	7093	1201	1871	805	1839	1462	1947	6357	6275	8008	4509	7728
ENSG00000163875	2095	224	282	300	266	634	422	2129	2112	2646	1224	2471
ENSG00000116726	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282872	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000198821	13	7	3	142	50	547	742	11	9	12	0	123
ENSG00000162735	1373	118	163	243	202	439	330	3010	2927	3638	1069	2150
ENSG00000179163	238	105	87	277	85	334	859	1458	1345	1669	742	880
ENSG00000131238	4752	812	424	2910	2134	2486	3514	14241	13901	17698	11362	10738
ENSG00000171680	148	0	3	2	5	29	22	0	1	1	8	1
ENSG00000075391	425	73	139	23	40	190	181	961	969	1186	291	1454
ENSG00000116977	3299	376	621	827	1020	1031	2127	2756	2601	3410	1086	2705
ENSG00000221978	7322	250	939	734	706	1417	2570	5648	4655	6371	956	4492
ENSG00000242485	1117	97	152	235	218	426	509	4783	4381	5450	1285	3928
ENSG00000179403	283	10	9	1	20	10	72	9	8	7	0	24
ENSG00000215915	94	1	14	5	8	29	15	289	255	380	93	184
ENSG00000135776	1294	197	244	208	163	376	728	11979	12122	15130	717	7205
ENSG00000135763	432	72	128	51	37	280	119	2683	2523	3214	785	2553
ENSG00000135801	922	109	139	149	93	309	190	3804	3631	4707	784	2563
ENSG00000178828	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000169914	749	88	168	107	97	264	265	991	803	1197	582	1081
ENSG00000188784	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188257	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000177186	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177174	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282881	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000162456	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000079277	1405	109	295	508	1638	727	2010	1885	1857	2436	429	1494
ENSG00000142961	681	74	111	155	268	508	615	491	464	591	61	347
ENSG00000117407	47	1	6	0	3	18	33	16	14	14	1	12
ENSG00000117408	1262	75	118	141	127	338	345	2831	2467	3327	1516	2049
ENSG00000132768	918	71	106	60	47	228	289	6060	5720	7060	1206	4256
ENSG00000117410	2984	222	281	1515	1361	2022	3543	11765	11398	12625	2514	7897
ENSG00000159214	395	15	45	17	29	32	59	25	18	29	43	50
ENSG00000196517	18	0	1	5	3	262	28	7	11	2	2	815
ENSG00000175143	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196539	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000203661	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000183310	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000189181	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187238	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185962	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000187223	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187180	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000159455	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187173	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204501	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204481	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204480	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204479	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000204478	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172031	3	0	0	4	0	4	4	1	3	2	0	38
ENSG00000230667	50	5	4	2	3	19	4	216	177	294	28	76
ENSG00000228594	207	11	5	18	22	62	272	605	615	583	525	418
ENSG00000189409	128	0	8	13	12	9	289	2	6	9	8	14
ENSG00000189339	6599	634	1875	1327	1727	1811	3921	7936	7568	9512	1828	9306
ENSG00000008128	1914	116	214	518	728	757	1840	4106	3339	3961	1255	3782
ENSG00000008130	2411	377	318	3320	3110	1690	4765	8221	7088	9115	2809	5108
ENSG00000078369	13059	927	1113	3376	3301	4455	5702	22648	21477	27235	13560	23132
ENSG00000169885	5	0	0	0	0	6	0	2	0	0	0	3
ENSG00000178821	5	0	0	0	0	4	5	14	20	20	7	39
ENSG00000158477	0	1	0	12	4	1	14	5	5	4	0	2
ENSG00000158481	8	10	0	151	58	117	298	12	12	16	19	2
ENSG00000158485	0	0	0	1	1	1	16	0	0	0	0	0
ENSG00000158488	0	1	0	2	4	0	47	6	5	5	0	0
ENSG00000186306	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000117505	3235	476	514	781	1134	1597	1492	5169	5127	6270	2406	6857
ENSG00000162889	3761	208	330	1183	901	1694	2970	7838	7918	9899	4997	6838
ENSG00000136634	3	5	0	17	8	177	23	2	2	1	0	2
ENSG00000162892	12	1	2	36	12	291	33	0	0	1	2	0
ENSG00000162894	458	56	67	1375	422	522	1144	15	11	23	230	8
ENSG00000162896	3	2	2	32	3	19	3	1	2	0	2	2
ENSG00000162897	0	0	0	0	0	2	0	2	7	5	8	10
ENSG00000182795	4	0	0	5	1	8	0	2	2	0	2	5
ENSG00000198890	533	55	55	32	45	192	157	1974	1944	2209	426	1688
ENSG00000142669	6899	540	428	2799	2980	1780	3314	8100	7882	9893	2761	8898
ENSG00000158062	1483	157	113	1532	675	189	1433	2102	1704	2259	534	1996
ENSG00000169442	9285	368	563	1612	1294	223	439	118	115	141	9	1951
ENSG00000176083	14	0	0	7	2	3	37	1	0	0	0	39
ENSG00000142910	75	2	3	0	3	1	7	2	0	1	5	2
ENSG00000121764	18	1	2	5	1	1	1	1	0	4	0	4
ENSG00000162517	1987	153	201	329	492	546	856	2013	1919	2394	1053	2563
ENSG00000084636	61	2	4	4	2	9	61	1	0	0	0	2
ENSG00000085840	418	61	100	16	12	128	134	3952	3726	4937	1837	5548
ENSG00000203747	64	546	9	3081	3345	782	6248	21	25	19	0	1
ENSG00000142224	0	0	0	0	0	16	4	2	1	0	0	0
ENSG00000143751	4997	243	291	488	288	617	332	2322	2381	2867	507	2331
