Geneid	CD34-HL60_SRR1283403	CD34-HL60_SRR4291626	CD34-HL60_SRR4291627	CD34-HL60_SRR8206650	CD34-HL60_SRR8206651	CD34-HL60_SRR8206652	CD34-HL60_SRR8206653	HL60_SRR13271948	HL60_SRR13271949	HL60_SRR13271950	HL60_SRR13287749	HL60_SRR2142314
ENSG00000198901	937	119	206	144	73	404	329	6158	5654	7445	2332	7062
ENSG00000140600	40	0	6	0	4	1	9	0	0	0	4	1
ENSG00000176371	454	99	132	33	34	120	77	370	351	444	149	458
ENSG00000259494	110	10	21	8	8	37	34	211	195	226	73	261
ENSG00000154237	2160	139	475	516	371	475	899	1377	1331	1702	379	2587
ENSG00000182253	8	1	2	18	9	59	163	5	4	9	0	367
ENSG00000173575	8029	1141	2192	2383	2294	3199	3568	2948	2814	3595	1070	7013
ENSG00000168904	834	71	129	91	64	100	223	228	178	238	133	476
ENSG00000103852	215	32	61	5	12	78	18	66	63	89	23	308
ENSG00000182175	278	5	25	3	27	9	39	34	33	17	2	9
ENSG00000140443	1558	278	474	600	1221	559	1351	2050	2201	2442	1500	6075
ENSG00000140534	178	31	68	17	18	113	100	1878	1842	2505	958	3650
ENSG00000140577	1927	195	245	452	319	1201	890	863	885	1013	737	1304
ENSG00000128923	865	182	247	367	452	451	1277	667	667	839	389	1394
ENSG00000185551	0	0	0	0	0	22	10	1981	1964	2301	472	2735
ENSG00000183571	1	0	0	2	2	0	1	0	0	1	0	4
ENSG00000185442	115	13	26	12	20	50	35	14	11	11	6	65
ENSG00000103995	942	189	445	135	109	257	330	2050	1892	2656	1019	3755
ENSG00000140563	5600	568	1800	736	2969	623	1043	409	398	525	65	1283
ENSG00000157470	20	4	2	6	1	16	4	35	29	42	537	450
ENSG00000137869	1	1	0	46	99	2	16	4	1	2	2	3
ENSG00000140519	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000140538	2	0	0	1	0	3	8	0	0	1	193	1
ENSG00000166965	713	29	98	67	57	233	381	1346	1167	1455	440	1716
ENSG00000104177	1966	115	228	55	164	303	87	17	21	22	2	1606
ENSG00000260836	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000140451	18	2	7	8	4	37	136	330	252	358	223	382
ENSG00000064726	2681	377	405	392	372	1084	768	3130	3185	4030	2103	7849
ENSG00000169375	2792	371	678	482	509	1202	1022	6462	6416	7983	2956	7603
ENSG00000184254	22	1	13	1	5	3	2	61	47	72	11	180
ENSG00000103978	1408	191	319	327	362	761	790	2903	2706	3447	1320	3373
ENSG00000180357	5484	728	1410	594	707	1477	865	1985	1978	2496	3225	5607
ENSG00000166716	2194	263	430	797	692	986	2007	3154	3172	3835	1006	5038
ENSG00000166477	791	90	186	98	90	338	222	2855	2808	3505	1184	3680
ENSG00000138594	2307	661	580	1197	1643	1736	1982	2868	2775	3505	2071	5529
ENSG00000168781	3783	206	603	182	297	602	732	2454	2363	3084	1751	4850
ENSG00000237289	1	0	0	0	1	0	8	42	28	40	0	60
ENSG00000242866	102	6	19	13	6	33	25	0	0	3	5	13
ENSG00000223572	0	0	0	0	0	0	11	35	25	33	0	56
ENSG00000167004	8864	796	776	1208	1028	3324	3171	18659	17629	22612	24035	29095
ENSG00000128886	50	8	5	13	9	21	20	23	20	15	29	64
ENSG00000140259	467	108	155	66	126	384	672	1535	1533	1822	1515	2411
ENSG00000138614	1393	144	249	99	108	406	223	1692	1619	2045	1947	2578
ENSG00000074621	1007	115	210	51	113	172	124	303	299	356	278	544
ENSG00000174485	2256	653	1223	602	653	1183	975	4531	4473	5594	1652	4786
ENSG00000103769	3887	603	675	652	1118	1069	769	3182	2940	4013	2703	5145
ENSG00000249931	502	13	84	14	34	25	73	60	105	126	180	406
ENSG00000206127	4770	287	975	231	532	402	882	1867	1642	2458	6428	8202
ENSG00000136425	293	14	11	2	10	34	44	4	0	4	3	32
ENSG00000166411	567	44	61	118	72	215	149	1303	1208	1645	1075	2387
ENSG00000184206	1226	44	137	145	127	169	184	245	165	286	56	253
ENSG00000092470	458	110	129	55	58	294	83	1886	1819	2281	2106	3082
ENSG00000140416	2311	198	276	185	300	379	653	86	87	87	362	111
ENSG00000140332	3484	270	324	2032	2673	1628	4224	2511	2523	2640	2729	4064
ENSG00000067369	3775	433	1082	184	354	576	691	1474	1472	1753	1894	4834
ENSG00000156970	276	50	126	21	24	214	94	5299	4839	6401	4155	6472
ENSG00000233917	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184508	612	56	66	46	58	165	151	796	761	929	226	1014
ENSG00000255192	2	2	1	0	0	0	1	2	1	9	0	0
ENSG00000137872	2	0	2	0	0	0	0	1	0	0	0	1
ENSG00000169032	1026	140	144	611	520	822	4768	1277	1215	1471	786	2072
ENSG00000128731	6023	560	1783	634	487	1040	1164	2928	2958	3262	3721	16111
ENSG00000170776	7349	1863	2512	3942	3948	3839	6106	1968	2028	2411	1616	2735
ENSG00000137822	747	55	142	68	70	172	116	1073	998	1282	1475	3122
ENSG00000166143	2	0	0	0	0	0	2	0	1	0	0	0
ENSG00000178718	93	6	16	24	12	145	93	247	222	289	726	150
ENSG00000184056	1023	80	160	108	134	234	412	806	717	937	501	1079
ENSG00000185823	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000129003	9589	2141	5805	3393	2259	4460	3680	1831	1865	2298	2595	3601
ENSG00000177082	1682	210	443	250	255	326	733	1368	1299	1740	374	2893
ENSG00000169105	748	60	88	44	63	138	201	229	218	244	744	918
ENSG00000166664	1196	36	149	37	114	60	134	204	184	203	175	568
ENSG00000137812	274	97	172	107	32	356	142	2178	2133	2738	1830	4035
ENSG00000173548	1056	56	144	41	46	124	300	155	148	162	7	232
ENSG00000166762	469	19	98	38	67	169	169	224	205	274	73	507
ENSG00000140262	4086	650	1085	468	501	1329	630	4672	4497	5655	3084	8326
ENSG00000175344	1133	48	120	24	87	56	159	143	129	174	184	471
ENSG00000134153	1024	69	54	230	256	581	344	1712	1607	2165	1937	2380
ENSG00000182405	448	49	197	23	47	120	85	176	153	244	103	301
ENSG00000134152	1315	146	305	146	243	304	947	487	465	561	253	881
ENSG00000128463	1035	54	89	160	148	384	421	1693	1670	1859	1154	2216
ENSG00000182117	1685	186	156	389	723	664	550	2418	2296	2998	1936	3581
ENSG00000184507	0	0	0	0	0	2	2	1	0	1	7	3
ENSG00000176454	1452	50	131	124	176	236	679	694	719	981	722	2271
ENSG00000140526	3600	928	1346	1461	1853	2205	2211	3050	2910	3657	1478	4617
ENSG00000140522	0	1	1	1	1	2	1	0	0	1	0	0
ENSG00000140199	5926	1067	1509	1933	3080	1790	4660	1174	1171	1483	246	2604
ENSG00000138606	1074	51	121	9	66	41	138	6	15	13	7	54
ENSG00000137860	13	0	1	0	0	3	0	6	0	0	2	2
ENSG00000171766	637	12	19	27	17	67	518	22	30	33	8	95
ENSG00000171763	366	49	55	74	78	97	1334	583	501	627	329	631
ENSG00000104154	135	21	18	26	40	170	287	0	1	0	2	11
ENSG00000104164	2479	382	428	683	625	1191	1311	3076	3016	3842	1695	3876
ENSG00000260170	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137767	732	89	100	336	617	681	914	645	572	767	1998	1113
ENSG00000138592	1521	392	587	750	710	883	918	2343	2243	2958	1725	3470
ENSG00000170236	1	0	8	0	0	1	2	0	0	0	0	1
ENSG00000092439	3390	636	1197	517	498	1884	1212	3644	3669	4675	2601	5277
ENSG00000288645	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000138600	642	166	203	545	569	2533	1949	1429	1406	1716	587	1247
ENSG00000140525	1061	118	259	131	137	588	323	5045	4869	6375	2565	9525
ENSG00000140521	2616	248	501	445	430	720	1371	4479	3987	4949	1812	6062
ENSG00000117899	1234	184	325	195	187	788	545	2064	2003	2522	1346	3628
ENSG00000140406	658	38	54	211	169	1054	1170	659	559	571	665	1055
ENSG00000156206	9	1	6	7	11	35	3	0	0	0	3	75
ENSG00000156222	0	0	0	1	0	0	1	0	0	0	0	0
ENSG00000114062	2830	509	930	619	523	1314	950	4789	5012	5996	3012	5948
ENSG00000136383	94	8	10	5	14	19	175	6	1	8	4	21
ENSG00000169857	587	44	96	39	43	114	106	596	566	704	344	648
ENSG00000184984	10	2	1	6	4	9	20	3	9	12	1	13
ENSG00000166262	347	35	69	9	22	44	22	22	14	32	22	57
ENSG00000104047	1379	133	282	60	97	217	177	548	446	654	334	830
ENSG00000035664	37	5	1	369	442	63	240	8	14	16	30	44
ENSG00000166797	1169	150	192	366	238	650	1008	3264	3188	4008	1586	3562
ENSG00000028528	4280	361	592	1139	1280	1487	2414	4161	3923	5036	2984	6532
ENSG00000157734	68	20	19	129	134	48	96	31	26	47	11	39
ENSG00000169118	961	226	372	234	212	541	511	2055	2005	2514	1482	3314
ENSG00000166803	700	62	122	60	52	422	167	3674	3563	4942	1290	6515
ENSG00000103671	907	59	76	195	202	384	314	812	737	866	413	900
ENSG00000178115	826	62	154	43	135	115	162	392	332	500	1791	1810
ENSG00000285077	363	34	127	20	30	93	87	1397	1251	1480	347	1753
ENSG00000159459	1359	357	810	391	332	856	661	915	897	1163	1109	2345
ENSG00000137842	567	90	161	167	112	246	411	503	450	591	401	525
ENSG00000166946	3241	362	548	773	1125	522	1540	1265	1302	1548	852	1963
ENSG00000104055	2	1	0	0	0	2	1	289	255	345	788	4422
ENSG00000159495	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168806	127	22	59	5	7	147	119	517	475	661	235	493
ENSG00000166947	4	2	1	28	20	11	9	0	0	0	1	1
ENSG00000186417	0	0	0	12	4	0	64	10	12	14	0	0
ENSG00000104093	2498	958	925	3797	1828	4706	5119	3604	3584	4493	2480	8746
ENSG00000104112	3	1	2	0	0	9	62	1	1	1	0	1
ENSG00000140280	734	131	126	196	184	454	836	396	414	486	326	737
ENSG00000198838	527	137	46	33	75	58	47	33	23	40	9	26
ENSG00000168803	496	57	101	18	35	103	52	325	307	412	263	527
ENSG00000197361	42	5	9	6	2	11	18	23	24	26	28	13
ENSG00000033800	1494	456	740	747	783	841	930	2544	2380	3232	2085	3572
ENSG00000138617	968	70	105	68	52	94	190	249	258	273	245	353
ENSG00000166887	4582	343	685	995	915	1164	1673	2908	2796	3517	2304	3948
ENSG00000140543	2	0	0	0	0	0	0	5	4	1	0	0
ENSG00000128739	1722	130	229	160	122	554	582	2407	2309	2854	1084	3066
ENSG00000242028	1363	67	111	305	305	503	322	2001	1980	2374	1150	2465
ENSG00000157450	1362	259	396	463	585	750	642	1333	1305	1690	928	2045
ENSG00000137821	64	9	22	0	10	10	2	2	3	1	21	39
ENSG00000278522	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000166813	781	38	72	1	46	47	66	91	73	104	22	134
ENSG00000166819	20	3	1	3	0	3	37	4	3	1	1	4
ENSG00000166821	124	30	54	4	14	37	69	82	92	112	36	174
ENSG00000288625	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243789	309	17	48	70	39	58	170	190	178	221	48	241
ENSG00000168970	1	0	0	1	1	0	0	2	4	5	0	0
ENSG00000137877	44	9	4	27	34	103	456	6	3	3	2	12
ENSG00000104131	2000	204	269	275	275	1195	397	6305	6231	7904	3288	8911
ENSG00000185880	220	29	27	103	127	334	205	29	35	33	96	51
ENSG00000103855	174	0	5	1	0	544	157	125	112	134	1	4
ENSG00000128915	2179	296	512	244	252	674	465	2633	2387	3248	1760	3172
ENSG00000140527	28	3	5	0	1	4	5	5	3	4	0	12
ENSG00000166823	27	2	2	2	0	30	103	10	6	5	0	34
ENSG00000188095	5	0	1	0	0	7	4	2	2	3	0	19
ENSG00000166825	5992	604	940	4792	6875	3440	11134	9646	9187	11558	9932	37551
ENSG00000157823	560	63	111	111	112	138	315	295	286	411	255	824
ENSG00000250021	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000242498	376	61	30	157	66	268	253	2	2	0	1	1
ENSG00000182718	3520	877	1004	2182	1240	4968	4706	1405	1234	1684	5199	574
ENSG00000136371	132	4	10	55	61	34	188	24	24	14	17	72
ENSG00000259332	22	2	0	19	27	16	163	18	10	12	1	16
ENSG00000180953	71	17	28	76	178	76	306	27	20	28	45	74
ENSG00000086666	1100	264	339	432	663	785	519	1652	1607	1975	789	2570
ENSG00000140379	467	168	81	2623	4059	1031	2743	449	457	605	221	186
ENSG00000090487	2990	291	451	1115	1202	1141	2114	3161	3026	3835	3776	3135
ENSG00000103707	367	27	79	51	61	124	202	250	259	323	692	624
ENSG00000186198	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000103710	1	0	0	0	0	0	4	0	0	0	0	0
ENSG00000090470	1380	132	212	124	148	385	430	1163	1186	1510	1227	2701
ENSG00000166855	1648	263	332	238	298	653	786	2904	2935	3583	2581	3540
ENSG00000138615	51	10	3	2	9	3	15	0	0	0	0	4
ENSG00000254585	4	1	0	0	1	1	4	0	0	0	0	0
ENSG00000182636	330	47	35	3	31	57	56	0	3	3	0	0
ENSG00000137819	10	1	7	5	5	5	120	1	3	2	0	512
ENSG00000137818	108651	2295	2323	5569	5188	10618	7555	61689	58907	63954	9022	93843
ENSG00000137807	266	39	75	57	19	138	94	2469	2351	3059	1311	4133
ENSG00000128833	3753	268	493	19	257	48	69	81	49	100	6	66
ENSG00000128989	3829	795	1012	891	806	1985	1552	7006	6935	8833	3163	10305
ENSG00000197535	2945	493	714	1360	961	1418	1149	1624	1632	2019	797	1318
ENSG00000131871	793	82	107	145	120	426	243	916	850	1070	332	1416
ENSG00000131876	1793	84	117	411	212	453	307	3124	2994	3769	1387	4092
ENSG00000234438	2	0	0	0	0	2	1	0	0	0	0	1
ENSG00000131873	2534	331	498	536	1112	761	1981	4361	4177	5352	2232	7565
ENSG00000184277	976	98	134	234	208	389	518	435	450	626	216	698
ENSG00000185418	796	85	160	86	83	143	370	448	370	462	270	663
ENSG00000140479	70	12	20	49	44	138	38	210	215	234	258	1575
ENSG00000069974	1089	88	160	1817	2523	961	1887	6790	6822	8616	4060	6826
ENSG00000225973	225	39	68	73	98	102	85	328	277	448	109	461
ENSG00000069943	456	71	123	147	184	153	150	785	724	1019	339	1290
ENSG00000137876	7840	674	723	575	541	1829	1043	7217	7147	9195	3320	10104
ENSG00000187446	2265	453	415	1524	1504	759	726	4067	4229	5083	2232	8982
ENSG00000285920	286	64	129	109	117	215	232	562	534	636	191	1438
ENSG00000104147	111	20	26	4	15	43	24	495	454	625	177	681
ENSG00000137804	11	1	2	5	9	10	54	7	9	10	8	18
ENSG00000137806	349	41	80	65	133	165	238	567	561	731	411	698
ENSG00000137815	3257	267	420	554	750	761	769	3845	3608	4581	3030	4638
ENSG00000137825	39	1	10	1	3	5	35	13	7	10	266	147
ENSG00000062524	399	4	77	65	18	29	133	2	1	2	20	24
ENSG00000103932	1251	79	179	115	109	359	423	1217	1200	1316	1521	3596
ENSG00000092445	224	7	19	2	8	24	51	174	166	180	2803	1508
ENSG00000169926	5441	433	548	1792	939	2240	5595	9487	9570	11017	3807	7341
ENSG00000058335	0	0	0	7	6	30	40	20	17	34	130	239
ENSG00000169918	38	3	4	6	5	28	103	21	29	40	4	34
ENSG00000103811	52	231	24	1416	1141	4372	10673	227	226	262	1595	245
ENSG00000179455	65	42	0	3	1	7	6	497	444	555	0	963
ENSG00000140285	57	0	13	0	1	0	4	5	3	3	0	1
ENSG00000140264	9247	683	930	2195	2330	3136	4555	15582	15192	18611	5462	13581
ENSG00000128891	805	83	139	135	171	201	292	571	542	659	600	774
ENSG00000246922	71	5	9	11	14	32	53	16	16	13	14	25
ENSG00000185518	24	6	4	0	2	3	12	457	408	554	64	1254
ENSG00000103994	2828	735	790	1552	1367	1803	3197	3957	3930	4888	4710	7502
ENSG00000171016	3	0	0	1	0	4	3	0	2	0	0	50
ENSG00000166710	83688	10255	8322	31567	36257	53864	55818	55689	54146	70252	16758	64279
ENSG00000069966	906	58	201	169	135	319	271	660	674	854	336	1154
ENSG00000104064	1596	358	457	143	188	503	211	1670	1493	1878	756	2092
ENSG00000169783	3	0	0	0	0	0	54	0	0	0	1	15
ENSG00000128849	9	3	3	0	1	0	4	1	0	0	225	43
ENSG00000166920	2	8	1	23	5	768	2298	2	6	7	0	1
ENSG00000140511	423	6	18	43	22	976	511	0	0	0	5	4
ENSG00000140545	1287	31	161	18	36	186	176	3	2	4	274	87
ENSG00000157766	6	0	0	0	0	2	9	0	0	1	0	7
ENSG00000074803	1	1	0	0	108	0	2	4	1	2	0	0
ENSG00000166949	1757	339	427	570	356	741	926	3109	2823	3599	1531	3523
ENSG00000103591	1291	117	190	308	186	502	238	1966	1875	2467	1741	4296
ENSG00000104067	2	2	2	0	0	33	14	0	2	1	1	1
ENSG00000140470	3	3	2	6	1	3	10	95	76	73	23	108
ENSG00000140471	235	77	132	62	116	327	263	615	528	722	157	837
ENSG00000183475	631	87	159	127	173	282	431	611	578	765	317	1300
ENSG00000154227	0	0	0	1	0	3	9	1	0	0	1	2
ENSG00000182511	5640	301	749	1067	1334	598	3612	4587	4078	4797	1500	7138
ENSG00000197299	445	134	282	45	74	360	122	3336	3127	3955	980	4798
ENSG00000140564	4878	228	271	1457	2007	2932	3442	2634	2492	2637	1190	2827
ENSG00000172183	259	24	42	305	320	850	799	11	15	17	10	17
ENSG00000166794	3450	133	229	336	297	640	943	6404	6239	7468	6559	14574
ENSG00000103723	22	1	3	59	321	14	92	3	4	3	0	14
ENSG00000186628	193	2	46	8	13	25	28	118	111	140	29	88
ENSG00000156232	1335	133	129	228	189	357	726	536	534	678	225	633
ENSG00000166192	38	14	17	3	4	38	7	115	127	153	9	109
ENSG00000175318	13	0	1	0	1	8	7	0	1	0	1	2
ENSG00000067225	16015	1076	1646	5915	6029	10002	48894	58964	55948	70285	55076	77288
ENSG00000137817	5316	254	648	421	511	823	1469	1476	1268	1808	472	1780
ENSG00000140488	344	10	67	56	46	136	307	23	10	24	53	24
ENSG00000179361	1103	57	128	366	417	364	1025	255	272	333	269	1211
ENSG00000273540	1	0	0	0	0	0	0	0	0	0	1	0
ENSG00000128872	1553	302	541	424	263	462	962	156	141	180	164	419
ENSG00000069956	2819	239	366	500	344	947	573	4709	4619	5789	3039	8247
ENSG00000260007	0	0	0	0	0	0	0	1	1	1	0	4
ENSG00000128973	1462	67	86	130	124	521	257	5276	5017	6095	1295	6379
ENSG00000167014	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205363	2	1	0	0	0	1	24	0	0	0	0	2
ENSG00000178997	1	0	1	1	1	0	7	2	0	3	0	7
ENSG00000140157	791	156	181	347	269	684	652	3549	3239	3970	2249	3599
ENSG00000243708	89	8	11	34	24	49	115	40	27	37	8	45
ENSG00000260916	1519	402	527	2618	5026	1480	2229	1938	2015	2542	4512	4354
ENSG00000137871	1764	180	293	196	192	152	197	422	371	542	248	717
ENSG00000184140	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000182854	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000137875	26	0	4	0	1	0	0	0	0	1	0	1
ENSG00000069869	2232	430	885	210	396	377	235	36	40	63	972	1251
ENSG00000185115	737	95	82	145	85	298	421	487	492	515	556	565
ENSG00000034053	115	4	10	18	14	224	355	1	0	2	750	724
ENSG00000140263	1578	142	210	90	124	169	454	4953	4792	5884	4600	8334
ENSG00000140279	7	3	0	0	1	24	11	1	0	0	1	2
ENSG00000140274	0	0	0	0	0	1	2	1	0	0	0	0
ENSG00000137857	145	26	41	15	33	60	50	5	2	3	1	25
ENSG00000186073	166	27	35	14	14	53	26	550	487	623	461	763
ENSG00000215186	8	0	1	0	0	1	5	0	1	2	0	5
ENSG00000175202	0	0	2	0	0	0	0	0	0	1	0	0
ENSG00000140463	377	32	55	52	60	195	204	351	286	440	150	558
ENSG00000159322	3173	407	690	1334	903	1131	3039	6564	5716	7992	1939	6584
ENSG00000136404	86	27	47	105	142	172	427	34	40	49	4	11
ENSG00000166503	1850	195	352	101	240	532	490	20	28	30	468	19
ENSG00000169594	0	1	2	0	0	0	0	0	0	0	0	0
ENSG00000137802	3052	265	478	250	381	326	600	430	435	557	761	907
ENSG00000169856	0	0	0	0	0	0	0	0	0	0	0	7
ENSG00000104133	3668	959	1719	1751	1622	2042	2428	2618	2568	3320	2051	4939
ENSG00000172345	105	12	18	17	13	24	60	14	9	18	15	39
ENSG00000188869	65	3	11	6	9	7	9	2	2	5	51	30
ENSG00000185033	333	41	35	729	669	273	3214	185	180	211	154	501
ENSG00000185043	1977	100	146	927	504	584	1194	2885	2727	3373	1301	4284
ENSG00000213471	53	6	10	8	2	9	10	7	8	9	5	21
ENSG00000182768	1437	138	162	140	135	516	449	946	926	1115	1024	2094
ENSG00000275674	1	2	1	0	0	0	0	0	0	0	1	6
ENSG00000103876	1861	75	157	45	55	275	271	3145	2964	3667	2994	5518
ENSG00000259417	45	0	6	3	2	2	15	10	5	12	5	31
ENSG00000128951	4997	266	482	343	407	959	871	6485	6334	7300	2643	6802
ENSG00000166147	1684	376	482	40	111	101	104	26	20	30	274	121
ENSG00000174197	2684	978	1923	430	393	1411	830	3648	3696	4427	1543	8326
ENSG00000181827	2567	487	872	239	257	744	380	2004	1961	2573	1911	4086
ENSG00000198690	1573	141	382	109	127	319	196	1126	927	1331	344	2303
ENSG00000166912	1027	240	279	519	631	366	856	1781	1753	2193	264	969
ENSG00000134160	0	1	0	0	1	0	2	0	1	0	0	0
ENSG00000187806	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213614	5060	299	792	643	528	1628	2013	4501	4352	5446	1875	5607
ENSG00000140548	1216	167	163	561	481	559	2421	1308	1259	1435	438	1493
ENSG00000182054	5560	356	564	343	274	1019	1483	8506	8113	9260	5401	13241
ENSG00000196391	27	1	5	1	1	11	20	37	26	42	58	153
ENSG00000140575	3576	1969	1392	7457	12410	5641	9381	12125	12283	15156	7945	19138
ENSG00000166145	1426	73	96	178	137	455	1045	298	266	362	4	1124
ENSG00000179335	3727	223	399	814	725	572	1709	1810	1583	2061	985	2777
ENSG00000129007	187	19	27	85	68	85	129	191	181	212	110	471
ENSG00000183476	4	1	0	0	0	0	4	0	0	0	0	1
ENSG00000140403	583	41	74	104	68	288	258	170	120	203	19	625
ENSG00000261794	946	75	200	90	203	170	206	168	143	199	480	701
ENSG00000184716	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000167202	2654	234	671	813	669	1040	2944	3769	3652	4449	1288	5536
ENSG00000104059	2	0	1	1	0	0	1	0	0	0	0	1
ENSG00000230778	73	3	8	2	8	3	30	30	27	33	88	253
ENSG00000103653	4736	294	378	2386	1584	2432	3919	8144	7673	8548	3109	8413
ENSG00000183208	105	33	49	13	22	53	38	50	55	57	14	80
ENSG00000137766	0	0	1	0	0	0	1	0	0	0	0	47
ENSG00000172349	3255	434	756	913	821	660	2592	740	731	884	224	2515
ENSG00000173517	1849	213	359	535	541	898	1109	549	542	688	800	2326
ENSG00000047346	1731	176	473	398	361	311	556	349	319	413	98	473
ENSG00000175265	26704	631	5371	959	2067	2511	8145	7008	5015	8275	573	8110
ENSG00000140254	5	0	0	0	0	7	1	0	0	0	1	0
ENSG00000183060	261	22	23	49	36	83	110	264	211	328	94	306
ENSG00000188659	53	4	3	2	6	7	4	1	0	0	8	7
ENSG00000177693	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000140265	1367	162	336	209	189	543	554	1021	902	1169	545	1676
ENSG00000177971	637	97	135	73	94	268	621	2385	2300	2420	905	2531
ENSG00000157890	17	10	16	4	6	12	20	1	4	2	3	4
ENSG00000214575	7	0	0	1	1	42	3	0	0	0	0	0
ENSG00000229474	363	69	121	209	139	193	328	50	40	66	5	64
ENSG00000235711	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000215252	28273	714	4034	1057	1260	2518	5861	5666	4086	6665	475	7676
ENSG00000166069	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000127585	26	2	4	12	11	49	230	20	14	23	174	4
ENSG00000197562	657	52	65	136	162	148	599	1427	1275	1390	567	1538
ENSG00000127554	746	34	38	67	39	151	321	879	806	919	465	961
ENSG00000162076	443	24	32	52	67	86	201	706	647	624	378	527
ENSG00000103197	3494	150	388	547	477	589	2294	3570	3112	3701	1566	4115
ENSG00000140986	6	1	2	1	1	2	0	9	9	7	9	9
ENSG00000140988	117884	4612	5196	5988	7151	14391	15336	131193	127981	136698	38457	151892
ENSG00000257108	385	15	12	6	9	16	44	45	38	35	1	61
ENSG00000161996	3105	48	137	79	118	142	578	6711	5472	5702	503	5658
ENSG00000100726	2167	60	123	211	147	288	1923	7104	5990	5907	1170	3986
ENSG00000127578	6	1	3	3	3	2	48	1	3	1	2	4
ENSG00000167930	3067	134	282	159	234	518	928	1435	1399	1529	943	1477
ENSG00000103126	2059	143	284	385	314	390	1882	3844	3635	3880	1161	1927
ENSG00000179580	2	0	0	0	1	1	0	1	0	1	0	4
ENSG00000008710	6655	172	437	382	283	1430	5309	4540	4156	3414	660	4139
ENSG00000131653	3516	176	314	412	343	640	992	7523	7148	8183	2146	10659
ENSG00000183751	1191	53	95	122	91	193	691	3810	3422	3278	1354	4100
ENSG00000167972	1053	73	132	15	44	125	252	12	8	9	1719	102
ENSG00000167964	39	4	29	0	0	3	24	8	8	7	4	22
ENSG00000103249	5415	178	355	1340	814	2391	5155	17841	15682	17247	2549	8094
ENSG00000267795	4	0	0	8	5	0	10	5	8	20	4	1
ENSG00000184207	459	22	58	142	102	205	1072	2550	2337	2635	602	2943
ENSG00000103266	973	21	42	118	110	211	858	1852	1723	1622	897	1670
ENSG00000172366	456	11	35	66	57	248	375	1561	1465	1306	400	1107
ENSG00000005513	1	0	1	4	0	8	189	0	0	0	0	0
ENSG00000167967	1113	54	96	206	187	283	756	1622	1455	1455	465	1275
ENSG00000205937	4672	294	443	606	550	953	1218	12742	11958	14122	4139	10942
ENSG00000232258	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000131634	222	11	46	8	32	142	157	7	2	7	1	2
ENSG00000168096	720	30	90	46	58	99	207	474	388	436	122	592
ENSG00000065057	695	18	67	28	34	59	121	812	782	835	586	1302
ENSG00000127580	773	26	90	92	66	160	441	914	783	822	415	1346
ENSG00000167969	835	35	54	94	84	334	412	1563	1510	1389	401	2093
ENSG00000059145	1116	50	158	284	230	275	1591	456	432	435	170	530
ENSG00000233024	4414	193	399	211	200	362	908	2190	2092	2764	328	2127
ENSG00000242173	6	0	1	0	0	0	41	0	0	0	0	0
ENSG00000187535	1669	86	170	44	102	96	293	390	394	462	167	594
ENSG00000103326	1960	51	109	320	223	704	3234	5346	4803	3919	1184	4771
ENSG00000127561	50	1	3	11	4	59	66	90	84	100	0	29
ENSG00000167965	1325	49	59	90	62	221	376	3733	3536	3701	3006	7147
ENSG00000140632	2721	260	391	914	953	1266	1371	9326	8870	11249	2010	8661
ENSG00000174109	151	23	16	23	14	65	140	1628	1569	1632	200	849
ENSG00000167962	3266	104	191	241	264	566	703	6750	6093	5923	1684	6888
ENSG00000140990	1680	106	131	226	190	306	354	5329	4566	5829	2281	5083
ENSG00000260342	0	0	0	1	0	0	0	0	2	4	0	0
ENSG00000168101	934	37	61	105	131	158	701	2464	2212	2427	286	740
ENSG00000048462	3	0	3	2	1	6	1	0	1	0	0	2
ENSG00000089486	1328	78	156	105	99	508	758	3046	2833	3530	515	1973
ENSG00000214940	1754	50	158	58	49	258	307	1047	874	1340	113	878
ENSG00000103489	2820	406	601	344	176	644	721	4388	4720	5281	1367	8683
ENSG00000162104	276	56	60	106	57	214	392	2231	2153	2466	810	1395
ENSG00000103381	2952	545	174	2350	2149	802	1106	2051	2027	2375	558	2694
ENSG00000103199	593	64	135	82	88	114	287	555	510	565	219	723
ENSG00000171490	8342	1035	1089	752	695	1870	849	16497	15766	20300	6171	22337
